"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024"
4386,1979,"Male",37.5,"Single (w/kids)","Current Undergraduate",NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","No","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rent",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","No","Yes","No","No",NA
4389,1999,"Female",87.5,"Single (no kids)","Current K-12","Yes","Yes","No","No","No","Yes","Public","No","No","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","No","Yes","Giving","No","Yes","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Circumstances","No","No","No","No","No","TMI","No","No","Tunes","People","Yes","Yes","No","Yes","Yes","Supportive","Yes","Mac","No","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes"
4390,1996,"Male",125,"Single (no kids)","Current K-12","No","No","No","No","No","Yes","Private","No","No","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Odd hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","Start","No","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","Yes","No","Grrr people","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Own","Pessimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes"
4391,1974,"Female",37.5,"Single (w/kids)","Associate's Degree","No","Yes","No","Yes","No","No","Public","No","No","No","Yes","No","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","No","Yes","No","A.M.","Yes","End","No","Yes","Circumstances","Yes","No","Yes","No","No","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","Yes","No","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","No","Yes","No","Grrr people","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes"
4392,1990,"Male",170,"Single (no kids)","Bachelor's Degree","No","Yes","No","No","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","Yes","Yes","No","Giving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","No","No","No","Yes","No","Mysterious","No","No","Tunes","People","Yes","No","No","Yes","Yes","Supportive","No","Mac","No","Risk-friendly","No","Yes!","Yes","Socialize","No","In-person","No","No","Yes","Yes","Yay people!","No","No","Yes","No","No","Yes","Yes","No","No","No","Yes","Yes","Rent","Optimist","Dad","No","No","Yes","Yes","Check!","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes"
4393,NA,"Female",NA,"Married (w/kids)",NA,NA,"No","No","No","Yes",NA,"Public","No",NA,NA,NA,"No","No","Yes","Science","Study first",NA,"No","No","Yes","Giving","No","Yes",NA,"No",NA,"Cool headed","Standard hours","No",NA,NA,"Yes","No","No","A.M.",NA,NA,NA,NA,"Me",NA,"Yes","Yes","No","Yes","TMI","Yes","No",NA,NA,NA,NA,"Yes","No","No","Supportive","Yes",NA,"No","Cautious","No","Yes!","No","Space","No",NA,"No",NA,"Yes","Yes","Grrr people",NA,NA,NA,NA,NA,"No","Yes","Yes","No",NA,"Yes","No","Own",NA,NA,"No","Yes","No","Yes","Check!","Yes","No","No","No",NA,"No","Only-child","No","No","No"
4394,1986,"Female",62.5,"Married (no kids)","Master's Degree",NA,"No","No","Yes","No","No","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","No","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Right","Yes","No","No","Yes","A.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","No","No","No","TMI","No","Yes","Tunes","People","Yes","No","Yes","No","No","Supportive","Yes","Mac","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Yes","No","No","Yes"
4396,1982,"Female",62.5,"Married (w/kids)","Master's Degree","No","No","No","No","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","Yes","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","No","No","Yes","No","No","No","Yes","No","Own","Pessimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes"
4397,1995,"Male",37.5,"Single (no kids)","Current Undergraduate","No","Yes","No","No","No","No","Public","No","Yes","No","No","Yes","Yes","Yes","Art","Try first","No","Yes","No","No","Giving","No","Yes","Idealist","Yes","No","Cool headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","No","Start","Yes","Yes","Me","Yes","No","Yes","Yes","No","Mysterious","Yes","No","Tunes","People","Yes","Yes","No","No","Yes","Demanding","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","No","Yes","No","No","Yes","No","Own","Optimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes"
4399,1981,"Female",37.5,"Domestic Partners (w/kids)","High School Diploma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Art",NA,NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","No","No","No","Mysterious","No","Yes",NA,NA,NA,"Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","No","No","No","Yes","No","No","Yes","Yes","No","Yes","No","Own","Pessimist","Dad","No","No","Yes","No","Nope","No","No","No","Yes","Yes","No","Yes","Yes","No","Yes"
4400,1984,"Male",125,"Married (no kids)","Master's Degree",NA,"No","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","Yes","No","Science","Try first","Yes","Yes","Yes","No","Giving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","Mysterious","No","Yes","Talk","People","Yes","Yes","No","Yes","Yes","Supportive","No","PC","Yes","Cautious","Yes","Umm...","Yes","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Own","Optimist","Mom","Yes","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No"
4402,1973,"Male",12,"Married (w/kids)","Bachelor's Degree",NA,"Yes","No","No",NA,"No","Public","No","Yes","No","Yes","Yes","No","Yes","Science",NA,NA,NA,NA,"No","Receiving","No","No",NA,"No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes",NA,"Yes",NA,"No","Yes","Me","No","Yes","Yes","No","No",NA,NA,NA,"Talk","People","No","No","Yes",NA,NA,"Supportive","No","Mac","Yes","Cautious","No","Yes!",NA,"Space","No",NA,NA,"No","Yes","Yes","Yay people!","Yes","No","No",NA,"Yes","No","No","Yes","No","Yes","Yes","No","Own","Optimist",NA,"No","Yes","No",NA,"Nope","No","No","No","Yes",NA,NA,NA,NA,NA,NA
4403,1947,"Male",170,"Married (w/kids)","High School Diploma","No","No","No","No","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Try first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Circumstances","Yes","No","Yes","No","No","Mysterious","No","Yes","Talk","Technology","No","No","No","Yes","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Own","Optimist","Dad","Yes","Yes","No","No","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No"
4404,1951,"Female",62.5,"Single (no kids)",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","Yes","No","Yes","Science","Study first","Yes","Yes","No","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC","No","Cautious","Yes","Yes!","No","Space","No","Online","No","Yes","Yes","No","Grrr people","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Own","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes"
4406,1996,"Female",87.5,"Single (no kids)","Current K-12",NA,"No","No","No","No","No","Public","No","No","No","No","No","No","Yes","Art","Study first","No","Yes","Yes","No","Receiving","No","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","No","Start","Yes","No","Circumstances","No","Yes","Yes","No","Yes","Mysterious","No","Yes","Tunes","People","No","Yes","Yes",NA,"Yes","Supportive","Yes","Mac","No","Cautious","No","Yes!","Yes","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","No","No","Yes","No","No","Yes","No","No","Yes","No","No","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes"
4407,1987,"Female",12,"Single (no kids)","Bachelor's Degree","No","No",NA,"No","Yes","No","Public","No","Yes","Yes","Yes","No","Yes","Yes","Art","Study first","Yes","No","No","No",NA,"Yes",NA,"Pragmatist","No","Yes","Hot headed","Odd hours","No","Right",NA,"Yes","No","No","P.M.","No",NA,"Yes","No","Me",NA,"No","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes",NA,NA,"Supportive","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","No","Yes","No",NA,NA,NA,NA,NA,"Yes","Yes",NA,"Yes","No","No","Yes","No","Rent","Pessimist","Mom",NA,"No","Yes","Yes","Nope","No","No","No","No",NA,"No","Yes","Yes","No","No"
4408,1991,"Male",12,"Single (no kids)","Current Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Giving","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes"
4409,1956,"Male",62.5,"Single (no kids)","High School Diploma",NA,"Yes",NA,"Yes",NA,NA,NA,"No",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Idealist",NA,"Yes",NA,"Odd hours",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Own",NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA
4411,1959,"Female",NA,"Single (no kids)","Bachelor's Degree",NA,"No","No","Yes","No","No","Private","No","Yes","No",NA,"Yes","Yes","Yes","Art","Try first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No",NA,"A.M.","Yes","Start","Yes","No",NA,"No","Yes","Yes","No","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","Yes",NA,NA,"No","PC","Yes","Cautious","Yes","Umm...","No","Space","No","Online","No","Yes","Yes","Yes","Grrr people","Yes",NA,NA,"Yes","No","Yes","Yes","No","No","No","Yes","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No"
4412,1988,"Female",87.5,"Single (no kids)","Bachelor's Degree","Yes","Yes","No","Yes","No","Yes","Private","No","Yes","No","No","Yes","No","No","Art","Study first","No","No","Yes","No","Giving","Yes","No","Idealist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","No","No","No","P.M.","Yes","End","Yes","No","Me","No","Yes","No","Yes","No","Mysterious","No","Yes","Tunes","Technology","No","Yes","No","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Umm...","Yes","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Nope","No","No","No","No","Yes","No","Yes","Yes","No","No"
4414,1947,"Male",NA,"Married (no kids)","Bachelor's Degree","No","No","No",NA,"No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","No","No","Yes","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Standard hours","Yes","Right","Yes","Yes","No","No","A.M.","No","End","No","Yes","Me","No","No","No","No","No","TMI","Yes","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","Yes","Umm...","No","Space","No","Online","No","No","No","No","Yay people!","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","No","Own","Optimist","Mom","Yes","Yes","No","No","Nope","Yes","No","No","Yes","No","No","Yes","No","No","No"
4415,1962,"Female",170,"Single (no kids)",NA,NA,"Yes","No","Yes","Yes","No","Private","Yes","Yes","No","No","Yes","Yes","Yes","Art","Study first","Yes","Yes","No","Yes","Giving","Yes","No",NA,"No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","No","A.M.","No","Start","Yes","Yes","Me",NA,"No","No","Yes","No","TMI","No","No","Talk","People","No","No","Yes","Yes",NA,NA,"Yes","Mac","Yes","Cautious","No","Umm...","No","Space","Yes","Online","No","Yes","Yes","Yes","Yay people!","Yes",NA,NA,"Yes","Yes","Yes","No","Yes",NA,NA,NA,"No","Rent","Pessimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Yes","No","No",NA
4416,1937,"Male",125,"Married (w/kids)",NA,"Yes","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Art","Study first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","Yes","No","Hot headed","Standard hours","No","Right","No","Yes","No","No","A.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Talk","People","Yes","Yes","Yes","Yes","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","No","No","Yes","Grrr people","Yes",NA,NA,"Yes","No","Yes","No","No","Yes","No","No","No","Own","Optimist","Dad","Yes","Yes","Yes","No","Check!","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No"
4418,1962,NA,125,"Married (no kids)","Bachelor's Degree","No","No","No","Yes","Yes","Yes",NA,"No","Yes","No","No","Yes","No","Yes","Science","Try first","Yes","Yes",NA,"No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","No","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","Yes","Talk","Technology","No","Yes","Yes","No","No","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No",NA,"No","Yes","Yes","No","Grrr people","Yes","Yes","No","No",NA,"Yes","Yes","Yes",NA,"No","Yes","Yes","Own","Optimist","Dad",NA,"Yes","No","Yes","Check!","Yes","No",NA,"Yes","Yes","Yes","Yes",NA,NA,NA
4419,1969,"Female",87.5,"Married (w/kids)","Master's Degree","Yes","Yes","No","Yes","Yes","No","Public","No","Yes","No","No","No","Yes","Yes","Art","Study first","Yes","Yes","Yes","No","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","No","Yes","TMI","No","No","Talk","People","No","Yes","No","No","Yes","Supportive","No","Mac","No","Risk-friendly","Yes","Yes!","No","Space","No","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","No"
4420,1984,"Male",87.5,"Married (no kids)","Master's Degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","Yes","Yes","No","TMI","No","No","Tunes","People",NA,"Yes","Yes","No","Yes","Demanding","Yes","PC","No","Cautious",NA,"Umm...","No","Space","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","Own","Optimist","Mom","Yes","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes"
4421,NA,"Female",NA,NA,NA,"No","Yes","No","Yes","No","No","Public","Yes","Yes","No","No","No","No","Yes","Art","Study first","Yes","Yes","No","Yes","Giving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","Yes","No","Tunes","Technology","Yes","No","No","Yes","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes"
4422,1997,"Male",125,NA,"Current K-12",NA,NA,NA,NA,"No","Yes","Public","No","Yes","Yes","Yes","Yes","Yes","Yes","Science","Try first","Yes","No","No","No","Receiving","No","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","No","No","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","No","No","Mysterious","Yes","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","Mac","No","Risk-friendly","No","Yes!","No","Space","Yes","In-person","No","No","Yes",NA,NA,"Yes","No","No","No","No","Yes","No","Yes","No","No","No","Yes","Own","Optimist","Mom","Yes","No","Yes","Yes","Nope","No","No","No","Yes","No","Yes","Yes","No","No","Yes"
4423,1982,"Male",62.5,"Married (w/kids)","Bachelor's Degree",NA,NA,"No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes",NA,NA,NA,NA,"No","Yes","Yes","No","Giving","No","No","Pragmatist","Yes","Yes",NA,NA,"No","Happy",NA,NA,NA,NA,NA,"Yes",NA,"No","Yes",NA,"No","Yes","No","No","No","Mysterious","Yes","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Own","Pessimist","Mom","Yes","Yes","No","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes"
4424,1973,"Male",37.5,"Married (w/kids)","Associate's Degree",NA,"No","No","Yes","No","No","Public","No","No","No","Yes","Yes","No","Yes","Science","Study first","Yes","No","No","No","Receiving","No","No","Idealist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","No","Yes","Yes","P.M.","Yes","End","Yes","No","Me","Yes","No","No","No","Yes","Mysterious","No","No","Talk","Technology","No","Yes","Yes","Yes","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","No","No","Yes","Grrr people","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Yes","No","No","Rent","Optimist","Mom","No","Yes","No","No","Nope","Yes","No","No","No","Yes","No","Yes","No","No","No"
4426,1982,"Female",37.5,"Single (no kids)","Bachelor's Degree","No","No","No","Yes","Yes","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","No","No","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Right","Yes","Yes","No","Yes","A.M.","Yes","Start","No","No","Me","No","Yes","Yes","No","No","Mysterious","Yes","Yes","Tunes","Technology","No","No","Yes","No","Yes","Supportive","Yes","PC","Yes","Cautious","Yes","Umm...","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Grrr people","No","No","No","Yes","Yes","No","Yes","No","No","Yes","No","No","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","Yes","No","No","No","No","Yes","No","No","Yes"
4427,1986,"Female",87.5,"Married (no kids)","Bachelor's Degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Try first",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","No","TMI","No","No","Talk","Technology","No","Yes","Yes","No","Yes","Supportive","Yes","PC","Yes","Cautious","Yes","Yes!","No","Socialize","Yes","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Rent","Optimist",NA,"No","Yes",NA,"Yes","Check!","No","No","No","Yes","No","No","Yes","No","No","No"
4429,1993,"Male",12,"Single (no kids)","High School Diploma",NA,NA,"No","Yes","Yes","No","Private","No","No","No","No","Yes","No","Yes","Art",NA,NA,NA,NA,NA,NA,NA,"No","Idealist","No","No","Cool headed","Standard hours","No","Right","Yes","No","No","No","P.M.","Yes","Start","Yes","Yes","Me","No","No","Yes","No","No","TMI","No","No","Tunes","People",NA,"Yes","Yes","No","No","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","No","No",NA,"Grrr people","Yes","Yes","Yes",NA,"Yes","Yes","No","No","Yes","No","No",NA,"Own",NA,NA,"Yes","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
4430,1948,NA,170,"Married (no kids)","Master's Degree",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","Yes","Yes","Art","Study first","Yes","Yes","Yes","No","Giving",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","TMI","No","Yes","Talk","Technology","Yes","No","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In-person","Yes",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Only-child","Yes",NA,NA
4431,1960,"Male",170,"Married (w/kids)","Bachelor's Degree",NA,"Yes","No","Yes","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","No","Yes","No","Yes","Giving",NA,"No","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Circumstances","Yes",NA,NA,"Yes",NA,NA,"Yes","Yes","Talk","People","Yes","Yes","No","No","No","Supportive","No","PC","Yes","Cautious","No",NA,NA,NA,NA,"In-person","Yes","Yes","Yes","Yes","Yay people!","Yes",NA,NA,"Yes","No","Yes","No","Yes","No","Yes","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes"
4432,1980,"Female",NA,"Married (w/kids)","Bachelor's Degree",NA,"Yes","No","Yes",NA,NA,"Public",NA,"Yes","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"Yes","Yes",NA,"Standard hours",NA,NA,NA,"Yes",NA,NA,NA,NA,"Start","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Talk",NA,NA,NA,NA,NA,"Yes","Demanding","No",NA,"Yes","Risk-friendly",NA,NA,"No","Space","No",NA,"No","Yes",NA,NA,"Yay people!",NA,"No","No",NA,"Yes","Yes","Yes","Yes",NA,NA,NA,"Yes","Own","Optimist","Mom","No","No","Yes","Yes",NA,NA,NA,NA,"Yes",NA,NA,"Yes",NA,"Yes","No"
